A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
49.0,312.24712148042477,1.5,0.5077916803269311,175.23885950211192,1.0,0.20324355756888107,135.16599253387017,1.5,0.9682397314288551,37.995726036985246,10,0.17713929615579763,222.0572454651888,1.0,0.6145307095258337,4.5,3.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,725,1,dikesnet
60.0,158.17664006029577,1.0,0.9321665415928586,124.0824989187833,1.5,0.7845585322798029,178.91674318144064,1.5,0.36625651845204893,339.49340720464374,1.0,0.3703691828733737,321.2532149149769,1.5,0.8855417661616133,1.5,3.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,726,1,dikesnet
34.0,218.5284097743693,1.0,0.34933244078580805,260.30248754496483,1.5,0.18515676601749934,109.26248948999793,1.0,0.8363824943326241,305.41881147192805,1.5,0.30142505670034064,171.39633660900924,10,0.19315245572802375,4.5,1.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,727,1,dikesnet
77.0,158.7570266657895,1.5,0.6615251007562997,104.10723136595102,1.0,0.4290021411099534,227.81053344474142,1.5,0.7072447950995113,61.34673402805904,10,0.21830567809758172,67.52009199527495,10,0.9537524440499097,3.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,728,1,dikesnet
95.0,182.79349735382274,1.0,0.6126012743118218,187.53391476827684,10,0.5679052762039661,197.23488897563976,1.5,0.23664712036311836,216.8827461834553,1.5,0.544131996938664,81.49660691792931,10,0.9673012196363534,2.5,1.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,729,1,dikesnet
3.0,174.4630968771511,1.0,0.747418171487502,124.90214603898708,10,0.6124741499367379,296.3194777701651,1.5,0.26985373683820596,189.0064935298889,10,0.5799018296901007,34.46780902460476,1.0,0.11054120565453135,4.5,1.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,730,1,dikesnet
77.0,255.35542165784406,1.0,0.9473301475654603,279.5358345581957,10,0.009054970731110345,45.379379226976155,10,0.2582506276707682,155.90858435582874,1.5,0.8181948867745722,252.83613823614988,10,0.6366128185417456,1.5,1.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,731,1,dikesnet
41.0,85.45676942305491,1.5,0.7936269815573201,107.93886911270116,1.0,0.8323540749853814,279.36107320659687,1.5,0.49167509343172494,52.91700636179385,1.5,0.2706892863045373,127.22565849912704,10,0.886783952998508,4.5,4.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,732,1,dikesnet
116.0,179.70305273148333,1.0,0.9382418659331886,232.48328245058167,10,0.6893205431374118,71.06675789755087,1.5,0.5372312153655736,213.72429904213416,1.5,0.39007053722313273,88.25620091947007,10,0.03500469247200495,3.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,733,1,dikesnet
88.0,195.02486196889885,1.5,0.259701676746347,340.3082476666175,1.5,0.8717479156635256,43.715476510568834,1.5,0.5932706792720559,231.04881869746265,10,0.6714650532238271,48.08424672142493,1.5,0.8497061314930131,2.5,3.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,734,1,dikesnet
3.0,203.23850215105716,1.5,0.3731480019365259,140.76907526636123,1.5,0.9908749856089509,123.96211085418345,1.5,0.04181585187871595,245.8747003988709,1.5,0.4716940390312622,234.30723459194584,10,0.12409649255890064,1.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,735,1,dikesnet
23.0,274.82804498681105,1.0,0.001226711742674612,237.53989645506687,10,0.11100242828353014,93.9048629607411,1.5,0.3490219233386421,272.91326513819206,10,0.5785981774704528,36.195845029903424,10,0.9794023842527715,1.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,736,1,dikesnet
15.0,306.08420745682713,1.0,0.8337292258893,221.60507254364492,1.5,0.2761058710885497,309.01617404530634,10,0.5087041530599595,194.32105718164703,10,0.6719487149946158,344.80583656447993,1.5,0.6232944134396224,4.5,2.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,737,1,dikesnet
38.0,344.146286595933,1.0,0.767688216564911,41.656591510362766,1.0,0.9188591665605353,195.4983462202658,1.5,0.07367979114949186,199.81611525786846,10,0.4056273966526909,242.20668833619428,10,0.25280827274937545,1.5,2.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,738,1,dikesnet
106.0,270.5527128605351,10,0.6586834027304124,212.7562077728412,1.5,0.9956591383061676,119.15898255435052,10,0.5337669472808533,214.68987217594318,1.5,0.30078137168839647,342.99783974095425,10,0.3674749503963154,4.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,739,1,dikesnet
7.0,183.98549443191467,10,0.6816163509986795,255.72352073921166,10,0.5469875637184058,123.27063670596259,10,0.13028351368185187,136.78615299693385,10,0.5733588017062872,256.2418702574254,10,0.677203070601924,2.5,2.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,740,1,dikesnet
1.0,341.6856260738985,10,0.8248796465647156,347.6461361502835,10,0.762828535764902,294.59633728567525,1.0,0.16675105775855137,281.0090271499917,10,0.9209628725493291,344.70745818445107,1.5,0.9319803277193071,1.5,4.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,741,1,dikesnet
47.0,185.13529288840544,1.0,0.13726063981482317,341.22388186468896,1.0,0.056424566812842906,324.9193981203624,10,0.9633728517254129,59.561150757380624,1.5,0.879958046197476,305.39810856106067,1.0,0.20549216270613171,1.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,742,1,dikesnet
28.0,266.3253778637436,1.0,0.4421174760686374,170.3567607143643,1.0,0.858575993957403,340.88707907400413,10,0.6126670316948777,269.8742717583923,10,0.39830510697127497,138.3094790108682,10,0.567589712300279,2.5,2.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,743,1,dikesnet
97.0,68.06646181861376,10,0.17798239141709993,244.1606074589544,1.5,0.32313387047973124,253.87482256852718,10,0.24236103751680296,187.27670715014915,1.0,0.6703363243989453,124.26304091288868,10,0.49119133285788114,3.5,1.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,744,1,dikesnet
61.0,49.120596845478445,1.5,0.09206438269756148,345.70707364612997,1.5,0.29489747653519083,59.89670556750133,10,0.3504805196809798,131.94824879648414,1.5,0.6200962016447737,78.4827239367911,1.0,0.03235689793335196,3.5,1.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,745,1,dikesnet
107.0,89.19972405928377,1.5,0.010424007000958755,192.5024101312408,1.0,0.4085861294285653,65.35085389617335,10,0.3246389373704194,78.08836931591718,1.0,0.5620430861505714,313.652417304488,1.0,0.297923436248981,3.5,4.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,746,1,dikesnet
14.0,46.304038650829696,10,0.19876686373460697,34.690812418970005,1.0,0.13809695734765395,33.77408678467576,10,0.471052759776809,312.7341152952608,1.0,0.28298646377350345,326.0367756468748,10,0.7479203639233969,3.5,1.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,747,1,dikesnet
69.0,55.12329033920466,10,0.770240422319187,253.19566755101073,1.0,0.4053027878278769,66.1375827258882,1.5,0.5023453763287136,211.99429426972011,10,0.9157383611494322,308.3619212582066,10,0.10755596878711604,1.5,3.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,748,1,dikesnet
47.0,40.904716418453305,1.0,0.8911964036410889,171.40254399884537,1.5,0.9351044257297549,322.87468204270164,1.5,0.7171670744875557,132.782685474891,1.0,0.6142762795731608,252.31780997971302,10,0.14255354249026486,3.5,3.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,749,1,dikesnet
126.0,338.17064018296736,10,0.6978224335589351,35.46044413712148,1.5,0.6262883983491668,276.1307180139512,1.5,0.09874261997521704,38.66775378563043,1.5,0.20004171052889547,174.52073916503355,1.5,0.8247403336777641,3.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,750,1,dikesnet
16.0,339.7916721609256,1.5,0.34801808794702943,39.63220271212123,10,0.716902099307708,262.555954566403,10,0.8790399345510177,181.45191886061775,10,0.9774137409775296,212.00733010998687,1.0,0.14169582657945812,1.5,3.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,751,1,dikesnet
73.0,169.81175719433406,1.0,0.7844626814052758,299.538389773231,10,0.9370106993575172,149.5784195978623,1.5,0.6607292902445643,160.27373668625438,1.5,0.5729686703577455,346.5690510120355,1.0,0.9893986528820721,4.5,3.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,752,1,dikesnet
51.0,236.8206263476249,1.5,0.011876356777118846,216.49484710076254,10,0.6169758390430544,310.39404887579957,10,0.7154178493483797,217.17913987039597,1.5,0.7580564373477616,331.95683152993473,1.0,0.07043037440652329,2.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,753,1,dikesnet
35.0,195.78460003401145,10,0.49179889465107507,76.0424394912475,10,0.3694957366314711,306.01528852332063,10,0.8271007825926727,261.7814363067821,1.5,0.7380582360618982,334.59153438081177,1.5,0.9267695557912847,4.5,4.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,754,1,dikesnet
3.0,243.4322845841407,10,0.305192478789708,274.0379639226179,1.5,0.44153140959161,317.5415239867595,10,0.8265724716990537,348.62759168329086,10,0.4343650996983102,55.21234198323996,1.5,0.49037547139503945,4.5,1.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,755,1,dikesnet
81.0,36.389795243215744,1.0,0.5786166538653499,59.427202823645985,1.5,0.7068688903533233,342.8880478944261,1.0,0.47639166755452667,73.66287952358275,10,0.9757606288277816,186.30559363937215,1.0,0.8701934153955001,2.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,756,1,dikesnet
70.0,103.10823836389622,1.5,0.24404655392361777,311.3216401349501,1.0,0.7564338629022448,168.99103653612323,1.5,0.357643392637758,228.1960605941287,1.5,0.5213605871466637,42.993601224948925,1.0,0.05225476060809688,3.5,2.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,757,1,dikesnet
44.0,272.685803852477,10,0.9836385965932082,128.5285620138675,10,0.23004398639575252,316.0692361468487,10,0.40170326457975697,244.3112112004529,1.0,0.15242851631617532,300.42880293257195,1.5,0.7146038415458315,1.5,4.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,758,1,dikesnet
54.0,39.733442880755604,1.0,0.48924223384786447,207.4706127809651,1.0,0.8741022934661145,160.9375925447429,10,0.4654949892864426,53.690141546294285,10,0.7772687828589642,78.88348835523115,10,0.39811938468148,3.5,3.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,759,1,dikesnet
114.0,273.07411108425146,1.0,0.36983571805852566,230.819788739847,10,0.4141050578760859,244.2582450078097,10,0.21595466420733198,215.34013013822374,1.5,0.13142258509279103,125.95926237951153,1.0,0.6394515339321594,3.5,4.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,760,1,dikesnet
51.0,87.97923466618279,1.0,0.25833912443491747,73.25695883588013,10,0.9408699224810378,39.773489335403866,10,0.9660927537753702,149.99927851388412,10,0.9359787658904846,101.62317567084882,1.5,0.09032801833755681,4.5,2.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,761,1,dikesnet
122.0,150.23780832048348,10,0.18975401502778447,182.57395725849102,10,0.34037075852298637,132.98151565120932,10,0.9198617277784619,254.49158110920223,10,0.868069254329467,300.03775183731887,1.5,0.47944401730657943,3.5,4.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,762,1,dikesnet
98.0,287.48977595967307,10,0.7494234959526884,192.87451478420476,1.0,0.11847679119955364,196.2792317516642,1.0,0.750061727578135,139.88455502284455,10,0.9839639274654419,340.51383522477283,1.5,0.5179871146854789,4.5,4.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,763,1,dikesnet
17.0,253.83945703143834,1.0,0.47064033755620593,249.3508322546274,1.5,0.3560587744054657,71.43441747854291,10,0.7769318222015409,197.24427122150956,10,0.780828019493979,240.96465450267635,1.0,0.5994578753069403,2.5,1.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,764,1,dikesnet
81.0,113.92645118104996,1.0,0.43743550530839637,70.76478051303309,10,0.7136043085580451,234.16909785610642,1.0,0.5417238571709468,38.31824438741079,1.0,0.5774535263065194,117.15843782226395,10,0.45411015235205515,3.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,765,1,dikesnet
66.0,341.89318024413785,1.5,0.4648240183380124,202.45670943401294,10,0.6848060303963258,332.24932130641486,1.0,0.9586519183576269,112.11337848178991,10,0.24811680969889816,227.6873042822296,10,0.6591527301926764,2.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,766,1,dikesnet
43.0,142.21382198647632,1.5,0.2667628120617046,282.4617714817919,10,0.07801244239362673,60.796554165415365,1.5,0.24095934066110197,231.97179582015087,10,0.9521026707071658,177.55313324943833,10,0.39135702174565207,4.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,767,1,dikesnet
15.0,243.47754187356568,1.0,0.2687822108731791,136.20762169346165,1.5,0.5842017401781867,61.807253216096925,1.0,0.21379451455283274,294.4182390293343,1.5,0.4304095663969227,159.1840759342514,1.5,0.3060088917263326,3.5,3.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,768,1,dikesnet
55.0,237.22023602755218,10,0.5595257171745802,106.11811888325104,1.0,0.9782451688380094,196.45054099044194,10,0.3723273108232128,265.2451757793725,10,0.2649704534681479,198.31642197580567,10,0.9445853062637499,1.5,4.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,769,1,dikesnet
37.0,52.03954307464729,1.0,0.339434093966884,255.77900775292852,1.0,0.9178898356711307,337.367423263983,1.0,0.05123934854288962,306.5599755139323,1.5,0.835313232459104,208.09937953849172,1.0,0.08503321673312182,4.5,2.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,770,1,dikesnet
120.0,289.893904853079,1.0,0.6260654451049601,215.80988675321532,1.0,0.03665247860047365,170.3040608405075,1.5,0.34361068612603185,77.20770991542999,1.0,0.9032972664614612,322.78080861699243,10,0.29291954633181466,4.5,1.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,771,1,dikesnet
69.0,34.65897096932824,1.0,0.9714290816415801,324.8639061874886,1.0,0.41789388576412867,302.7872654594647,1.0,0.47848756723236247,201.39465048496908,1.0,0.16874439552978246,176.37695306824006,1.5,0.9071790702939152,4.5,4.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,772,1,dikesnet
28.0,266.19755748868477,1.5,0.2761704963473081,101.47389316246134,10,0.07911412204082349,233.35402647848207,1.5,0.9854731599088532,234.31922709832457,1.0,0.5529259939970491,206.47299998799406,10,0.4821563227624929,1.5,3.5,2.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,773,1,dikesnet
121.0,317.2868017261152,1.0,0.5146507873842073,48.01236659541074,1.0,0.6161752069121568,202.7634365859658,10,0.3356943217478464,340.9724403443677,1.0,0.914419778880167,309.9652178749097,1.5,0.8360459046423706,3.5,1.5,3.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,774,1,dikesnet
127.0,290.8244422228931,1.5,0.013369755786252543,143.02600519587148,1.0,0.8478957650898454,310.2085656132473,10,0.6575347375804843,81.59584098043523,10,0.7611025373573007,153.20666960333196,1.5,0.5486213163595629,2.5,2.5,1.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,775,1,dikesnet
6.0,211.78422558568982,1.0,0.013743601750387508,283.6095756710905,1.5,0.22974435006789723,86.35268255533045,1.0,0.5224176725003232,216.58746583882944,1.0,0.1993788080102226,66.94260112462501,1.0,0.18491483469440434,2.5,4.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,776,1,dikesnet
89.0,124.5011757915246,1.0,0.1468523586080154,91.94516911351253,10,0.9773140232495326,270.92214477774274,1.0,0.2785464101998621,99.61688349705624,1.0,0.45492568171023684,136.78518303183546,1.0,0.8110012429941978,1.5,3.5,4.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,9.0,1.0,0.0,777,1,dikesnet
